,TrackID,Position,TrackName,Artist,Streams,URL,Appears,Rank,SongIDs,Danceability,Energy,Acousticness,Analysis_URL,Duration_MS,Spotify_Song_ID,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time_Signature,Track_Href,Search_Type,URI,Valence,Artist_Genres
0,0,1,WUSYANAME,"Tyler, The Creator",2320080,https://open.spotify.com/track/5B0kgjHULYJhAQkK5XsMoC,18,1,5B0kgjHULYJhAQkK5XsMoC,0.493,0.653,0.269,https://api.spotify.com/v1/audio-analysis/5B0kgjHULYJhAQkK5XsMoC,121573,5B0kgjHULYJhAQkK5XsMoC,0.0,0,0.511,-5.666,0,0.0466,142.347,4,https://api.spotify.com/v1/tracks/5B0kgjHULYJhAQkK5XsMoC,audio_features,spotify:track:5B0kgjHULYJhAQkK5XsMoC,0.852,"['hip hop', 'rap']"
2,1,3,LEMONHEAD,"Tyler, The Creator",2012745,https://open.spotify.com/track/5fbHRCsGpFIOLRtlhCRFDR,18,2,5fbHRCsGpFIOLRtlhCRFDR,0.62,0.586,0.155,https://api.spotify.com/v1/audio-analysis/5fbHRCsGpFIOLRtlhCRFDR,130980,5fbHRCsGpFIOLRtlhCRFDR,0.0,1,0.535,-6.612,1,0.212,137.131,4,https://api.spotify.com/v1/tracks/5fbHRCsGpFIOLRtlhCRFDR,audio_features,spotify:track:5fbHRCsGpFIOLRtlhCRFDR,0.487,"['hip hop', 'rap']"
3,2,4,LUMBERJACK,"Tyler, The Creator",1870854,https://open.spotify.com/track/0BiK5BbYNFLb88CCOxBFJe,18,3,0BiK5BbYNFLb88CCOxBFJe,0.386,0.762,0.122,https://api.spotify.com/v1/audio-analysis/0BiK5BbYNFLb88CCOxBFJe,138312,0BiK5BbYNFLb88CCOxBFJe,0.0,9,0.527,-6.341,1,0.564,170.691,4,https://api.spotify.com/v1/tracks/0BiK5BbYNFLb88CCOxBFJe,audio_features,spotify:track:0BiK5BbYNFLb88CCOxBFJe,0.433,"['hip hop', 'rap']"
4,3,5,SIR BAUDELAIRE,"Tyler, The Creator",1866917,https://open.spotify.com/track/4ydmav4vl7hebadtfZtMrg,18,4,4ydmav4vl7hebadtfZtMrg,0.467,0.635,0.314,https://api.spotify.com/v1/audio-analysis/4ydmav4vl7hebadtfZtMrg,88625,4ydmav4vl7hebadtfZtMrg,4.16e-06,7,0.844,-6.115,1,0.154,127.596,3,https://api.spotify.com/v1/tracks/4ydmav4vl7hebadtfZtMrg,audio_features,spotify:track:4ydmav4vl7hebadtfZtMrg,0.51,"['hip hop', 'rap']"
5,4,6,JUGGERNAUT,"Tyler, The Creator",1828352,https://open.spotify.com/track/7z4xW9WY86uH3gd1V9pfCM,18,5,7z4xW9WY86uH3gd1V9pfCM,0.827,0.571,0.0195,https://api.spotify.com/v1/audio-analysis/7z4xW9WY86uH3gd1V9pfCM,146419,7z4xW9WY86uH3gd1V9pfCM,0.0,11,0.166,-7.949,1,0.366,142.034,4,https://api.spotify.com/v1/tracks/7z4xW9WY86uH3gd1V9pfCM,audio_features,spotify:track:7z4xW9WY86uH3gd1V9pfCM,0.62,"['hip hop', 'rap']"
6,5,7,CORSO,"Tyler, The Creator",1813583,https://open.spotify.com/track/46oHvXwpEZOFX518we1nJD,18,6,46oHvXwpEZOFX518we1nJD,0.703,0.845,0.169,https://api.spotify.com/v1/audio-analysis/46oHvXwpEZOFX518we1nJD,146482,46oHvXwpEZOFX518we1nJD,0.0,10,0.122,-4.851,0,0.337,97.672,4,https://api.spotify.com/v1/tracks/46oHvXwpEZOFX518we1nJD,audio_features,spotify:track:46oHvXwpEZOFX518we1nJD,0.745,"['hip hop', 'rap']"
7,6,8,HOT WIND BLOWS,"Tyler, The Creator",1778881,https://open.spotify.com/track/3JJL91ilRV6fXhKqu0FGXs,18,7,3JJL91ilRV6fXhKqu0FGXs,0.371,0.75,0.601,https://api.spotify.com/v1/audio-analysis/3JJL91ilRV6fXhKqu0FGXs,155293,3JJL91ilRV6fXhKqu0FGXs,0.0,7,0.482,-5.382,0,0.402,173.456,4,https://api.spotify.com/v1/tracks/3JJL91ilRV6fXhKqu0FGXs,audio_features,spotify:track:3JJL91ilRV6fXhKqu0FGXs,0.729,"['hip hop', 'rap']"
10,7,11,MASSA,"Tyler, The Creator",1545101,https://open.spotify.com/track/2goHCrsDJaflEwQ930ef0o,18,8,2goHCrsDJaflEwQ930ef0o,0.685,0.855,0.329,https://api.spotify.com/v1/audio-analysis/2goHCrsDJaflEwQ930ef0o,223719,2goHCrsDJaflEwQ930ef0o,8.9e-05,1,0.301,-6.724,0,0.438,157.181,4,https://api.spotify.com/v1/tracks/2goHCrsDJaflEwQ930ef0o,audio_features,spotify:track:2goHCrsDJaflEwQ930ef0o,0.46,"['hip hop', 'rap']"
11,8,12,SWEET / I THOUGHT YOU WANTED TO DANCE,"Tyler, The Creator",1487176,https://open.spotify.com/track/3EG9FJ0ToLfgnc1IG2Z1wz,18,9,3EG9FJ0ToLfgnc1IG2Z1wz,0.468,0.652,0.333,https://api.spotify.com/v1/audio-analysis/3EG9FJ0ToLfgnc1IG2Z1wz,588139,3EG9FJ0ToLfgnc1IG2Z1wz,0.000318,0,0.55,-4.912,1,0.0722,140.223,4,https://api.spotify.com/v1/tracks/3EG9FJ0ToLfgnc1IG2Z1wz,audio_features,spotify:track:3EG9FJ0ToLfgnc1IG2Z1wz,0.39,"['hip hop', 'rap']"
12,9,13,RUNITUP,"Tyler, The Creator",1451079,https://open.spotify.com/track/13HsOwrwTA5HgLuoaDHncP,18,10,13HsOwrwTA5HgLuoaDHncP,0.665,0.469,0.565,https://api.spotify.com/v1/audio-analysis/13HsOwrwTA5HgLuoaDHncP,229565,13HsOwrwTA5HgLuoaDHncP,0.000317,10,0.219,-7.778,0,0.13,115.852,4,https://api.spotify.com/v1/tracks/13HsOwrwTA5HgLuoaDHncP,audio_features,spotify:track:13HsOwrwTA5HgLuoaDHncP,0.142,"['hip hop', 'rap']"
