,TrackID,Position,TrackName,Artist,Streams,URL,Appears,Rank,SongIDs,Danceability,Energy,Acousticness,Analysis_URL,Duration_MS,Spotify_Song_ID,Instrumentalness,Key,Liveness,Loudness,Mode,Speechiness,Tempo,Time_Signature,Track_Href,Search_Type,URI,Valence,Artist_Genres
15,0,16,Σ. MOROSE,Damso,158719,https://open.spotify.com/track/0fukO3WYYUHaXOrvEohpEG,6,1,0fukO3WYYUHaXOrvEohpEG,0.721,0.588,0.37,https://api.spotify.com/v1/audio-analysis/0fukO3WYYUHaXOrvEohpEG,263577,0fukO3WYYUHaXOrvEohpEG,0.00208,4,0.1,-7.801,0,0.0501,150.031,4,https://api.spotify.com/v1/tracks/0fukO3WYYUHaXOrvEohpEG,audio_features,spotify:track:0fukO3WYYUHaXOrvEohpEG,0.276,"['belgian hip hop', 'french hip hop', 'pop urbaine', 'rap belge', 'rap conscient']"
17,1,18,Alors la zone,Jul,152015,https://open.spotify.com/track/3JuVcIgT9s0uvbmuQCyClB,6,2,3JuVcIgT9s0uvbmuQCyClB,0.85,0.809,0.324,https://api.spotify.com/v1/audio-analysis/3JuVcIgT9s0uvbmuQCyClB,206027,3JuVcIgT9s0uvbmuQCyClB,0.0,0,0.17,-5.857,0,0.135,124.982,4,https://api.spotify.com/v1/tracks/3JuVcIgT9s0uvbmuQCyClB,audio_features,spotify:track:3JuVcIgT9s0uvbmuQCyClB,0.708,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop']"
0,2,1,Petrouchka (feat. PLK),Soso Maness,779078,https://open.spotify.com/track/03y045SZqaC94yfXl1cU4E,5,3,03y045SZqaC94yfXl1cU4E,0.624,0.802,0.0597,https://api.spotify.com/v1/audio-analysis/03y045SZqaC94yfXl1cU4E,189933,03y045SZqaC94yfXl1cU4E,0.0,6,0.252,-4.818,1,0.311,133.888,4,https://api.spotify.com/v1/tracks/03y045SZqaC94yfXl1cU4E,audio_features,spotify:track:03y045SZqaC94yfXl1cU4E,0.818,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
38,3,39,Les derniers marioles (feat. SCH),Soso Maness,102113,https://open.spotify.com/track/3nfSwkMLwFT49PIRDBG6CZ,5,4,3nfSwkMLwFT49PIRDBG6CZ,0.541,0.746,0.22,https://api.spotify.com/v1/audio-analysis/3nfSwkMLwFT49PIRDBG6CZ,211067,3nfSwkMLwFT49PIRDBG6CZ,3.55e-06,7,0.161,-6.445,0,0.333,104.82,3,https://api.spotify.com/v1/tracks/3nfSwkMLwFT49PIRDBG6CZ,audio_features,spotify:track:3nfSwkMLwFT49PIRDBG6CZ,0.516,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
39,4,40,Puta Madre (feat. Jul),Soso Maness,101461,https://open.spotify.com/track/76YbjMIB74nqaSSlmx5zLx,5,5,76YbjMIB74nqaSSlmx5zLx,0.82,0.929,0.0576,https://api.spotify.com/v1/audio-analysis/76YbjMIB74nqaSSlmx5zLx,187493,76YbjMIB74nqaSSlmx5zLx,0.0,1,0.0512,-4.435,1,0.132,132.046,4,https://api.spotify.com/v1/tracks/76YbjMIB74nqaSSlmx5zLx,audio_features,spotify:track:76YbjMIB74nqaSSlmx5zLx,0.651,"['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
1,5,2,La kiffance,Naps,479799,https://open.spotify.com/track/1bwhDrXcAtqePp8mNJ0pTe,4,6,1bwhDrXcAtqePp8mNJ0pTe,0.805,0.637,0.228,https://api.spotify.com/v1/audio-analysis/1bwhDrXcAtqePp8mNJ0pTe,179427,1bwhDrXcAtqePp8mNJ0pTe,0.0,6,0.071,-6.515,1,0.0869,140.045,4,https://api.spotify.com/v1/tracks/1bwhDrXcAtqePp8mNJ0pTe,audio_features,spotify:track:1bwhDrXcAtqePp8mNJ0pTe,0.678,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
13,6,14,La danse des bandits,Naps,161172,https://open.spotify.com/track/3bGGvbwbhq9kIMhHaXBdYL,4,7,3bGGvbwbhq9kIMhHaXBdYL,0.83,0.676,0.185,https://api.spotify.com/v1/audio-analysis/3bGGvbwbhq9kIMhHaXBdYL,174053,3bGGvbwbhq9kIMhHaXBdYL,1.28e-05,0,0.105,-5.275,0,0.0681,135.023,4,https://api.spotify.com/v1/tracks/3bGGvbwbhq9kIMhHaXBdYL,audio_features,spotify:track:3bGGvbwbhq9kIMhHaXBdYL,0.576,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']"
21,7,22,Mode Akimbo (feat. Jul),SCH,140093,https://open.spotify.com/track/7qezIDRM0E3WTW1lWxItug,4,8,7qezIDRM0E3WTW1lWxItug,0.875,0.848,0.0717,https://api.spotify.com/v1/audio-analysis/7qezIDRM0E3WTW1lWxItug,217107,7qezIDRM0E3WTW1lWxItug,0.000613,11,0.0828,-5.859,0,0.158,122.983,4,https://api.spotify.com/v1/tracks/7qezIDRM0E3WTW1lWxItug,audio_features,spotify:track:7qezIDRM0E3WTW1lWxItug,0.577,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']"
26,8,27,Mona Lisa,Booba,129324,https://open.spotify.com/track/5LYRIyhmlrDAQsYdHEvP0f,4,9,5LYRIyhmlrDAQsYdHEvP0f,0.784,0.529,0.683,https://api.spotify.com/v1/audio-analysis/5LYRIyhmlrDAQsYdHEvP0f,187362,5LYRIyhmlrDAQsYdHEvP0f,0.0,11,0.118,-7.681,0,0.0742,134.041,4,https://api.spotify.com/v1/tracks/5LYRIyhmlrDAQsYdHEvP0f,audio_features,spotify:track:5LYRIyhmlrDAQsYdHEvP0f,0.246,"['french hip hop', 'old school rap francais', 'pop urbaine', 'rap conscient']"
7,9,8,HAINE&SEX,Gazo,212308,https://open.spotify.com/track/6Vcxzw4ifKqYxVrp3ckpVF,3,10,6Vcxzw4ifKqYxVrp3ckpVF,0.774,0.583,0.422,https://api.spotify.com/v1/audio-analysis/6Vcxzw4ifKqYxVrp3ckpVF,201427,6Vcxzw4ifKqYxVrp3ckpVF,1.55e-05,0,0.145,-8.649,1,0.169,148.018,4,https://api.spotify.com/v1/tracks/6Vcxzw4ifKqYxVrp3ckpVF,audio_features,spotify:track:6Vcxzw4ifKqYxVrp3ckpVF,0.323,"['drill francais', 'french hip hop', 'pop urbaine', 'rap francais']"
30,10,31,Save Your Tears (with Ariana Grande) (Remix),The Weeknd,118596,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy,3,11,37BZB0z9T8Xu7U3e65qxFy,0.65,0.825,0.0215,https://api.spotify.com/v1/audio-analysis/37BZB0z9T8Xu7U3e65qxFy,191014,37BZB0z9T8Xu7U3e65qxFy,2.44e-05,0,0.0936,-4.645,1,0.0325,118.091,4,https://api.spotify.com/v1/tracks/37BZB0z9T8Xu7U3e65qxFy,audio_features,spotify:track:37BZB0z9T8Xu7U3e65qxFy,0.593,"['canadian contemporary r&b', 'canadian pop', 'pop']"
33,11,34,Levitating (feat. DaBaby),Dua Lipa,106577,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,3,12,5nujrmhLynf4yMoMtj8AQF,0.702,0.825,0.00883,https://api.spotify.com/v1/audio-analysis/5nujrmhLynf4yMoMtj8AQF,203064,5nujrmhLynf4yMoMtj8AQF,0.0,6,0.0674,-3.787,0,0.0601,102.977,4,https://api.spotify.com/v1/tracks/5nujrmhLynf4yMoMtj8AQF,audio_features,spotify:track:5nujrmhLynf4yMoMtj8AQF,0.915,"['dance pop', 'pop', 'uk pop']"
40,12,41,Beggin',Måneskin,101261,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e,3,13,3Wrjm47oTz2sjIgck11l5e,0.714,0.8,0.127,https://api.spotify.com/v1/audio-analysis/3Wrjm47oTz2sjIgck11l5e,211560,3Wrjm47oTz2sjIgck11l5e,0.0,11,0.359,-4.808,0,0.0504,134.002,4,https://api.spotify.com/v1/tracks/3Wrjm47oTz2sjIgck11l5e,audio_features,spotify:track:3Wrjm47oTz2sjIgck11l5e,0.589,"['indie rock italiano', 'italian pop']"
